75,186813,0.106,0.448,0.784,0.000108,9,0.668,-3.686,0.0627,136.245,0.236
71,160097,0.613,0.664,0.573,0.000363,5,0.0857,-6.519,0.0277,76.023,0.566
91,231920,0.39,0.766,0.822,3.37E-05,1,0.349,-4.126,0.16,165.842,0.881
81,201000,0.615,0.661,0.373,0,5,0.177,-8.249,0.0505,91.5,0.523
84,203760,0.0223,0.702,0.635,0,11,0.283,-6.917,0.265,144.004,0.873
83,264306,0.0576,0.559,0.345,0.000105,4,0.141,-13.496,0.0459,84.581,0.458
74,295493,0.336,0.481,0.451,0,5,0.0872,-6.095,0.0347,157.966,0.289
75,214720,0.484,0.637,0.864,0,8,0.222,-4.381,0.0468,99.995,0.706
77,193920,0.0192,0.66,0.805,8.83E-06,1,0.159,-5.352,0.153,103.009,0.625
45,228200,0.209,0.66,0.786,0,2,0.112,-4.757,0.17,177.833,0.846
71,199320,0.283,0.703,0.747,0,0,0.396,-4.446,0.0895,149.974,0.7
83,269666,0.00801,0.856,0.609,8.15E-05,0,0.0344,-7.223,0.0824,114.988,0.928
79,215672,0.00314,0.645,0.585,0,6,0.165,-6.122,0.0513,131.931,0.353
82,181880,0.378,0.729,0.615,0,4,0.105,-4.238,0.0647,99.989,0.508
96,196373,0.697,0.553,0.586,0,11,0.0813,-6.319,0.0362,126.684,0.443
98,173799,0.555,0.56,0.68,0,6,0.116,-7.648,0.321,89.391,0.319
41,214147,0.074,0.682,0.714,0,9,0.278,-6.306,0.0399,127.443,0.581
78,224573,0.063,0.884,0.765,7.04E-06,8,0.118,-3.865,0.0882,99.987,0.594
81,199080,0.00701,0.578,0.866,0,1,0.257,-3.804,0.0619,128.038,0.619
86,247426,0.00346,0.518,0.784,0.00187,2,0.171,-5.659,0.0524,124.102,0.588
78,194240,0.0629,0.673,0.902,0.000174,2,0.0552,-2.378,0.0347,100.016,0.521
98,217925,0.0589,0.835,0.626,6.00E-05,1,0.396,-5.833,0.125,91.03,0.35
62,169866,0.154,0.659,0.911,0.000304,4,0.191,-2.28,0.0786,91.999,0.576
34,187146,0.00683,0.6,0.81,0.21,0,0.155,-4.749,0.0479,167.88,0.298
73,285866,0.879,0.5,0.213,7.37E-06,1,0.721,-9.095,0.0462,140.053,0.37
30,204346,0.0524,0.779,0.787,0,10,0.14,-4.305,0.108,124.982,0.708
76,263826,0.00373,0.862,0.608,6.14E-06,7,0.0856,-4.762,0.0402,120.002,0.836
80,204280,0.431,0.484,0.731,0,1,0.151,-6.694,0.0379,101.654,0.51
66,260240,0.0668,0.964,0.605,7.78E-06,9,0.214,-6.223,0.179,129.994,0.646
80,188174,0.0139,0.726,0.431,0,0,0.054,-6.666,0.0554,85.889,0.86
63,254880,0.0331,0.308,0.769,0,11,0.214,-7.256,0.065,81.853,0.488
44,210090,0.232,0.679,0.634,0,5,0.115,-5.024,0.0654,102.013,0.498
67,484146,0.234,0.574,0.512,0,5,0.0946,-6.664,0.0503,76.899,0.512
70,200733,0.0846,0.717,0.455,0,5,0.11,-8.303,0.0276,127.81,0.389
73,219200,0.0561,0.648,0.785,0,7,0.148,-5.414,0.165,160.02,0.943
73,236266,0.022,0.592,0.729,0,8,0.0653,-4.156,0.0448,116.03,0.709
71,276720,0.0103,0.481,0.766,0.0067,1,0.302,-5.208,0.0334,131.143,0.436
81,262466,0.188,0.638,0.656,0,5,0.146,-5.886,0.0357,104.036,0.225
79,208226,0.968,0.441,0.379,0.262,2,0.639,-9.545,0.0449,174.118,0.105
78,231240,0.00882,0.613,0.622,0,1,0.37,-5.794,0.0334,80.003,0.484
76,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0.036,90.565,0.666
74,210840,0.0738,0.504,0.785,0,8,0.239,-4.802,0.104,173.968,0.502
57,226866,0.838,0.665,0.253,0,4,0.168,-7.326,0.0505,142.252,0.477
88,197436,0.535,0.752,0.505,2.55E-06,9,0.104,-7.621,0.253,91.97,0.419
67,245786,0.497,0.825,0.317,0.0128,10,0.11,-12.39,0.0583,103.001,0.136
81,340706,0.0275,0.516,0.595,0,5,0.109,-4.63,0.0313,119.972,0.222
43,226160,0.0408,0.648,0.738,0,6,0.292,-5.883,0.247,159.145,0.603
44,230453,0.165,0.681,0.594,3.49E-06,7,0.134,-7.028,0.282,186.054,0.535
86,250173,0.57,0.62,0.574,0,5,0.19,-7.788,0.0479,100.021,0.352
86,206693,0.013,0.853,0.56,0,1,0.0944,-4.961,0.0406,134.066,0.86
83,261153,0.0232,0.461,0.834,1.14E-05,2,0.14,-4.868,0.0989,135.007,0.471
78,242000,0.573,0.668,0.361,0.00506,1,0.0805,-8.69,0.0273,134.15,0.288
45,205946,0.0784,0.476,0.718,1.02E-05,8,0.122,-5.309,0.0576,199.864,0.142
47,173986,0.00784,0.791,0.619,0.00423,1,0.351,-5.886,0.0532,103.989,0.371
81,165386,0.463,0.731,0.469,1.04E-06,5,0.103,-7.226,0.0326,98.963,0.631
75,223080,0.0415,0.69,0.524,3.16E-06,6,0.17,-8.39,0.103,164.023,0.562
83,266773,0.00239,0.429,0.661,0.00013,11,0.234,-7.227,0.0281,173.365,0.285
82,205280,0.437,0.665,0.424,0,0,0.107,-7.838,0.0444,129.911,0.134
74,276786,0.504,0.614,0.509,7.31E-06,11,0.696,-9.244,0.0315,98.137,0.593
71,236160,0.0597,0.447,0.662,2.88E-06,9,0.0869,-4.221,0.0259,172.015,0.307
26,246240,0.0316,0.774,0.739,5.95E-06,0,0.119,-4.022,0.0952,126.002,0.823
88,163870,0.047,0.643,0.783,0,10,0.083,-6.458,0.0856,154.084,0.579
71,259569,0.712,0.379,0.325,0,4,0.0997,-5.862,0.0331,89.798,0.433
78,193511,0.197,0.633,0.592,0,0,0.099,-7.245,0.112,90.066,0.679
71,244333,0.142,0.545,0.582,0,8,0.144,-7.377,0.0368,147.082,0.536
70,245933,0.182,0.404,0.571,2.08E-05,0,0.129,-5.069,0.0303,147.01,0.29
79,209493,0.633,0.675,0.479,1.76E-05,0,0.088,-9.87,0.0278,81.998,0.454
68,249146,0.107,0.632,0.518,0,6,0.354,-6.126,0.0313,90.007,0.427
24,278346,0.88,0.44,0.236,3.09E-05,11,0.108,-7.712,0.0279,83.935,0.329
79,285653,0.023,0.546,0.814,0,7,0.0972,-5.146,0.0314,104.98,0.146
57,259120,0.451,0.375,0.546,0.000312,2,0.278,-8.16,0.0294,95.361,0.37
82,188238,0.878,0.576,0.267,0,2,0.119,-5.668,0.044,205.888,0.326
82,214826,0.114,0.697,0.809,0.000521,9,0.183,-8.197,0.0302,125.941,0.98
80,180055,0.57,0.65,0.306,7.07E-06,9,0.0707,-9.443,0.0393,118.068,0.605
82,291293,0.207,0.709,0.824,0.000307,1,0.0888,-8.824,0.0453,118.814,0.867
79,238733,0.0116,0.596,0.869,0.173,10,0.0678,-11.97,0.037,109.902,0.944
74,226826,0.0984,0.583,0.905,0.00019,2,0.0593,-6.132,0.0733,173.982,0.646
78,177466,0.0505,0.855,0.587,0.00714,8,0.105,-4.589,0.0336,111.97,0.64
73,248200,0.254,0.495,0.781,0,4,0.395,-8.109,0.0413,119.206,0.473
78,197706,0.0747,0.701,0.943,0,4,0.601,-2.986,0.0456,128.992,0.791
71,233373,0.0528,0.639,0.845,0,10,0.336,-3.333,0.0372,119.485,0.871
21,274266,0.173,0.729,0.846,2.18E-06,5,0.0811,-8.841,0.0358,131.472,0.747
75,162466,0.416,0.554,0.783,1.54E-06,6,0.631,-5.852,0.0457,105.39,0.813
43,185733,0.0339,0.557,0.54,0.00248,9,0.179,-10.484,0.0347,129.171,0.394
63,197412,0.126,0.772,0.794,0.000553,9,0.322,-9.208,0.0632,116.959,0.638
81,209413,0.0475,0.559,0.868,0.000176,5,0.776,-5.276,0.17,156.295,0.609
79,190626,0.234,0.751,0.501,0.112,5,0.0467,-12.151,0.0552,167.058,0.902
68,216733,0.3,0.784,0.893,1.57E-05,7,0.272,-5.153,0.0923,118.738,0.819
83,216933,0.227,0.692,0.711,0,0,0.12,-7.498,0.0317,125.135,0.875
80,213600,0.216,0.689,0.702,0,6,0.159,-5.642,0.0261,99.031,0.484
81,199080,0.00701,0.578,0.866,0,1,0.257,-3.804,0.0619,128.038,0.619
16,225920,0.0163,0.534,0.872,0.00174,6,0.0924,-9.156,0.0498,169.088,0.859
72,239826,0.244,0.654,0.566,0,11,0.123,-10.313,0.0268,108.293,0.527
71,275533,0.201,0.832,0.544,0.000139,6,0.632,-12.697,0.0442,119.49,0.928
83,200373,0.0319,0.731,0.861,0,11,0.0829,-5.881,0.0323,104.034,0.78
40,206200,0.0551,0.714,0.868,0,5,0.0987,-4.596,0.0363,95.05,0.78
78,241599,0.171,0.572,0.835,0.000376,0,0.0702,-6.219,0.0317,129.994,0.796
65,231560,0.0251,0.813,0.699,0.0135,7,0.0527,-8.656,0.0458,117.548,0.732
77,365466,0.126,0.878,0.821,0.0461,11,0.183,-9.875,0.089,118.881,0.947
73,240280,0.333,0.742,0.883,7.51E-06,0,0.0964,-3.419,0.0329,136.506,0.978
81,233712,0.581,0.825,0.652,0,1,0.0931,-3.183,0.0802,95.977,0.931
77,219466,0.151,0.851,0.551,0,4,0.0827,-5.177,0.0396,131.922,0.807
34,175346,0.0674,0.639,0.923,0,7,0.0879,-5.708,0.032,97.874,0.761
42,188238,0.868,0.579,0.268,0,2,0.12,-5.65,0.0442,205.903,0.321
79,259946,0.0302,0.533,0.376,0.248,9,0.0926,-11.913,0.0393,165.007,0.187
79,188986,0.079,0.742,0.833,0,2,0.384,-6.463,0.115,113.375,0.816
75,235213,0.0588,0.719,0.967,0.000249,0,0.206,-2.435,0.0552,79.505,0.964
32,205933,0.197,0.41,0.874,0,0,0.0843,-4.286,0.0907,107.08,0.824
68,119800,0.579,0.518,0.717,0,0,0.198,-10.014,0.06,92.492,0.921
65,249106,0.000553,0.646,0.72,7.61E-06,7,0.0556,-7.063,0.206,99.259,0.64
77,216666,0.217,0.675,0.885,0,1,0.086,-4.432,0.0436,97.03,0.768
27,222075,0.00113,0.351,0.928,0,1,0.0988,-3.71,0.0759,148.03,0.239
75,280000,0.182,0.776,0.763,0.0065,5,0.077,-8.124,0.0535,128.433,0.82
84,218093,0.284,0.778,0.824,0,10,0.405,-5.892,0.0712,100.024,0.756
86,242186,0.595,0.686,0.457,0,11,0.105,-8.322,0.0468,150.953,0.718
54,179640,0.00223,0.699,0.76,0,5,0.132,-3.173,0.0677,129.996,0.696
71,287733,0.0771,0.712,0.967,0,7,0.356,-5.206,0.047,145.024,0.895
60,228093,0.138,0.73,0.77,0,8,0.0473,-5.114,0.0298,104.948,0.507
30,313453,0.135,0.703,0.604,4.73E-06,0,0.0688,-13.195,0.0334,130.648,0.939
75,202173,0.0183,0.612,0.921,0,7,0.0576,-2.879,0.0848,139.986,0.453
59,222733,0.134,0.696,0.875,0,0,0.159,-3.682,0.0649,127.39,0.772
49,247426,0.0038,0.532,0.783,0.0012,2,0.161,-5.697,0.0523,124.08,0.643
81,173026,0.101,0.768,0.864,0,11,0.162,-6.145,0.0324,110.008,0.891
73,244920,0.522,0.791,0.734,0.00165,5,0.167,-5.464,0.0629,105.854,0.962
61,223226,8.10E-05,0.702,0.839,0,7,0.072,-3.992,0.0439,132.007,0.856
74,190213,0.332,0.738,0.804,0,11,0.279,-3.851,0.0621,174.943,0.949
77,211160,0.3,0.751,0.834,1.77E-05,1,0.355,-5.444,0.0437,95.053,0.894
81,242373,0.0941,0.485,0.619,3.31E-06,5,0.109,-7.115,0.0289,138.017,0.416
62,219200,0.0647,0.647,0.8,0,7,0.334,-5.384,0.165,160.078,0.942
84,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0.0401,117.046,0.847
83,269666,0.00801,0.856,0.609,8.15E-05,0,0.0344,-7.223,0.0824,114.988,0.928
22,296173,0.194,0.687,0.592,0.000485,9,0.0502,-9.112,0.0295,92.782,0.712
24,285373,0.0291,0.704,0.834,0.00492,10,0.147,-7.131,0.0358,103.555,0.923
37,223146,0.0528,0.53,0.964,4.84E-06,0,0.372,-2.571,0.0553,122.807,0.823
70,250133,0.0149,0.681,0.83,0.00376,0,0.214,-6.088,0.0271,103.777,0.817
68,276413,0.357,0.818,0.692,9.42E-06,0,0.127,-8.79,0.0529,139.695,0.934
38,213760,0.0473,0.434,0.872,1.83E-06,0,0.396,-2.974,0.0702,71.515,0.732
75,193400,0.0162,0.782,0.6,1.81E-06,7,0.108,-6.532,0.0416,120.05,0.612
84,233720,0.856,0.607,0.376,0,4,0.285,-9.954,0.453,102.541,0.545
78,243026,0.631,0.443,0.403,0,0,0.111,-8.339,0.0322,143.462,0.41
77,239026,0.0082,0.652,0.917,0,6,0.0509,-6.72,0.0548,132.975,0.459
71,232853,0.865,0.51,0.376,0.000121,2,0.113,-10.995,0.0307,103.851,0.321
80,236001,0.0123,0.667,0.83,0,0,0.191,-5.715,0.0749,113.03,0.701
64,258906,0.00216,0.403,0.852,0,2,0.13,-5.591,0.0367,174.326,0.483
78,227853,0.0293,0.447,0.694,5.46E-06,7,0.167,-4.637,0.382,175.868,0.509
30,237440,0.328,0.454,0.827,0,11,0.226,-3.774,0.0398,94.767,0.32
74,206166,0.0317,0.699,0.529,3.59E-05,2,0.285,-7.548,0.0487,119.987,0.121
29,188960,0.232,0.818,0.728,0.0642,10,0.251,-8.331,0.0314,113.059,0.975
72,277040,0.0178,0.672,0.738,6.75E-05,0,0.0927,-7.045,0.0506,107.938,0.392
75,306320,0.32,0.545,0.59,0.000389,2,0.124,-6.693,0.0327,111.739,0.127
69,326373,0.174,0.742,0.92,0.123,5,0.0715,-4.46,0.0503,110.093,0.758
51,250427,0.628,0.708,0.225,0.00471,5,0.131,-16.759,0.263,92.876,0.238
51,252066,0.435,0.5,0.407,0.000406,9,0.979,-14.585,0.0792,102.513,0.334
53,222079,0.18,0.598,0.554,0.0343,1,0.188,-7.733,0.0496,78.016,0.682
61,229773,0.402,0.504,0.494,1.62E-06,5,0.367,-7.623,0.284,69.32,0.425
58,204055,0.683,0.497,0.636,0,8,0.228,-8.71,0.0723,93.777,0.69
26,291900,0.0776,0.549,0.527,2.69E-05,5,0.11,-6.734,0.0448,89.97,0.22
54,323266,0.953,0.478,0.2,0.000521,6,0.104,-16.081,0.037,130.466,0.14
57,358626,0.127,0.572,0.61,0.0295,9,0.0953,-7.994,0.0448,71.254,0.364
15,184516,0.674,0.539,0.546,4.86E-05,9,0.422,-7.448,0.106,159.996,0.554
59,258026,0.766,0.566,0.335,0.000366,4,0.0824,-12.417,0.0293,87.617,0.317
49,297779,0.978,0.471,0.117,0.00113,11,0.109,-14.063,0.0311,77.412,0.347
63,257546,0.409,0.823,0.411,0.00135,0,0.649,-7.061,0.0557,90.997,0.397
53,250053,0.0489,0.582,0.484,0,6,0.0704,-10.058,0.0509,120.099,0.237
58,244213,0.527,0.634,0.433,0,4,0.069,-7.896,0.058,75.961,0.247
51,389493,0.483,0.46,0.358,0,6,0.0808,-11.451,0.0385,120.758,0.507
50,220546,0.662,0.605,0.328,0,9,0.41,-12.121,0.15,169.175,0.934
61,226373,0.00962,0.742,0.728,3.73E-05,10,0.134,-6.626,0.0315,96.01,0.697
55,266120,0.389,0.485,0.531,6.31E-05,5,0.0925,-5.213,0.0364,80.489,0.319
40,260453,0.226,0.427,0.606,0,1,0.152,-8.028,0.0605,88.97,0.255
46,245346,0.19,0.857,0.587,0.000497,11,0.231,-7.627,0.0826,98.001,0.378
15,192933,0.456,0.705,0.347,0.000796,9,0.0515,-6.516,0.0502,72.916,0.535
82,209831,0.808,0.524,0.364,0,7,0.1,-10.209,0.0367,75.24,0.436
52,211202,0.886,0.433,0.218,0,3,0.107,-10.282,0.127,66.998,0.327
45,287293,0.191,0.474,0.576,0.000352,7,0.32,-6.502,0.225,74.066,0.436
50,236545,0.844,0.484,0.293,2.30E-06,9,0.104,-8.164,0.0377,134.002,0.316
66,226720,0.316,0.673,0.596,1.88E-05,11,0.107,-6.489,0.0438,75.022,0.22
62,210132,0.346,0.424,0.484,0,11,0.588,-10.853,0.097,92.514,0.523
47,247275,0.259,0.46,0.32,0,7,0.114,-8.159,0.0336,131.701,0.175
53,238819,0.173,0.62,0.852,0,4,0.101,-4.399,0.108,80.91,0.638
60,269333,0.704,0.684,0.394,5.76E-06,5,0.178,-19.075,0.0908,100.068,0.429
49,383586,0.605,0.338,0.62,1.04E-06,6,0.983,-7.925,0.0428,64.763,0.264
50,255320,0.633,0.464,0.162,0,7,0.0943,-11.478,0.0325,136.013,0.346
74,240600,0.229,0.58,0.687,0,6,0.109,-5.4,0.106,76.014,0.187
48,246973,0.0946,0.688,0.578,0,11,0.303,-7.547,0.36,78.024,0.621
58,225200,0.737,0.578,0.438,0.00877,2,0.097,-11.483,0.0696,89.083,0.79
46,243716,0.212,0.618,0.729,1.21E-06,7,0.136,-5.887,0.0783,119.854,0.21
55,216000,0.934,0.479,0.106,1.82E-05,10,0.284,-13.497,0.0426,144.407,0.0838
50,196920,0.155,0.469,0.296,1.61E-05,0,0.0878,-14.146,0.0356,180.686,0.539
49,295213,0.0269,0.355,0.821,0,1,0.121,-4.958,0.237,92.591,0.413
40,300506,0.202,0.61,0.562,0.00597,10,0.155,-6.025,0.0399,178.029,0.493
11,191213,0.781,0.364,0.532,0,7,0.0971,-11.946,0.0312,78.444,0.497
61,230853,0.375,0.624,0.488,9.63E-05,4,0.339,-8.258,0.0584,84.218,0.273
46,264267,0.753,0.539,0.558,0.00115,4,0.0993,-9.025,0.0846,77.636,0.338
54,217253,0.0227,0.617,0.418,5.19E-06,6,0.0854,-5.228,0.0441,73.018,0.403
52,213356,0.0596,0.49,0.605,0,9,0.107,-8.765,0.419,180.109,0.257
37,216942,0.316,0.658,0.673,0,3,0.0807,-6.362,0.0512,90.617,0.695
12,262253,0.749,0.616,0.533,0.000181,5,0.321,-11.121,0.126,90.007,0.394
70,243238,0.74,0.654,0.325,2.14E-05,2,0.152,-11.925,0.282,139.886,0.39
48,217906,0.482,0.428,0.515,0,1,0.0972,-9.265,0.0656,130.124,0.344
54,430000,0.464,0.468,0.149,0.000276,5,0.152,-13.976,0.0363,97.965,0.124
50,213800,0.683,0.724,0.495,4.31E-06,4,0.367,-9.06,0.052,83.119,0.764
48,202102,0.821,0.607,0.259,0.000172,10,0.561,-13.03,0.0481,116.134,0.101
67,226213,0.291,0.666,0.714,0.0212,4,0.128,-9.448,0.0617,89.018,0.69
48,172008,0.13,0.652,0.687,0,2,0.351,-5.607,0.0456,89.996,0.314
46,232135,0.0238,0.419,0.541,0,0,0.103,-5.826,0.0388,147.416,0.173
11,222492,0.444,0.531,0.569,0,0,0.0903,-9.35,0.0428,73.503,0.618
51,233826,0.741,0.472,0.317,0,7,0.153,-12.154,0.0309,65.108,0.0633
57,273066,0.0462,0.313,0.34,0.000465,6,0.0735,-15.315,0.0504,145.955,0.407
45,384840,0.394,0.727,0.717,0.00564,1,0.111,-7.739,0.0474,94.959,0.319
52,183293,0.0598,0.875,0.435,3.66E-05,10,0.0949,-8.516,0.0379,83.798,0.845
45,243071,0.00464,0.565,0.482,4.17E-05,7,0.27,-7.709,0.0489,78,0.19
50,306213,0.0616,0.858,0.548,0.0015,5,0.0772,-12.677,0.182,75.992,0.548
51,526373,0.0841,0.66,0.63,5.72E-05,11,0.0819,-9.615,0.149,157.594,0.591
48,282826,0.308,0.286,0.761,0,5,0.355,-4.793,0.108,159.16,0.329
42,270266,0.244,0.845,0.3,8.10E-05,2,0.198,-7.01,0.0444,93.005,0.564
37,289666,0.563,0.608,0.676,0.000956,8,0.0962,-6.581,0.0329,164.992,0.823
50,280733,0.078,0.67,0.603,0.00108,5,0.351,-8.027,0.0672,148.985,0.681
42,179631,0.561,0.698,0.484,0.000411,7,0.107,-6.623,0.0265,99.668,0.233
47,199384,0.0692,0.769,0.506,2.10E-06,0,0.071,-8.079,0.0421,129.979,0.492
59,271160,0.903,0.734,0.311,0.016,9,0.198,-9.47,0.0375,85.672,0.357
39,290306,0.023,0.632,0.561,0.0135,10,0.0918,-7.76,0.0433,81.068,0.389
44,257085,0.426,0.591,0.708,0.000467,6,0.292,-8.461,0.0707,74.985,0.534
50,136906,0.513,0.791,0.129,0.11,2,0.114,-12.51,0.149,140.014,0.248
43,166243,0.138,0.355,0.699,0.000264,7,0.127,-6.445,0.0601,62.883,0.384
25,220563,0.893,0.366,0.307,0.000806,4,0.0843,-10.366,0.0318,150.79,0.289
68,218947,0.353,0.68,0.747,0,4,0.138,-6.056,0.091,113.933,0.331
45,202628,0.623,0.349,0.316,0,9,0.211,-10.794,0.0742,78.454,0.333
43,341266,0.145,0.621,0.449,0.072,5,0.339,-13.486,0.0519,90.042,0.505
10,226333,0.32,0.595,0.525,0,11,0.0419,-7.338,0.245,136.061,0.756
45,231729,0.212,0.847,0.577,0,9,0.0627,-6.875,0.149,122.925,0.559
63,175400,0.833,0.681,0.264,0.441,8,0.103,-21.861,0.0309,93.809,0.692
36,257519,0.488,0.616,0.571,0.0069,9,0.0968,-9.095,0.0429,74.963,0.552
75,213506,0.0128,0.747,0.705,0,9,0.126,-5.137,0.126,136.024,0.56
74,235382,0.304,0.818,0.67,1.22E-06,8,0.0601,-4.451,0.0472,119.988,0.939
65,190185,0.000704,0.657,0.827,0.00534,5,0.065,-4.036,0.0734,145.889,0.69
73,213733,0.00107,0.818,0.799,0.128,1,0.057,-4.1,0.156,100.014,0.0815
75,212960,0.0289,0.413,0.856,0.00571,0,0.343,-4.078,0.0808,128.017,0.35
46,216687,0.0351,0.565,0.876,0,9,0.109,-2.309,0.0888,127.55,0.617
7,179640,0.0187,0.553,0.855,0,1,0.0428,-2.025,0.0732,127.997,0.552
18,235493,0.0553,0.744,0.783,0,1,0.086,-7.077,0.0337,120.042,0.885
43,195088,0.0634,0.637,0.911,8.80E-05,1,0.366,-4.217,0.459,127.996,0.782
16,263890,0.000739,0.653,0.829,1.50E-06,10,0.225,-4.783,0.0377,124.989,0.545
54,180021,0.184,0.827,0.576,0.029,4,0.0656,-7.774,0.0372,118.04,0.41
66,170625,0.00125,0.614,0.972,0.0186,5,0.328,-3.927,0.088,127.966,0.411
42,255093,0.0309,0.545,0.78,4.64E-05,7,0.0828,-4.867,0.0436,125.014,0.458
67,345173,0.00864,0.822,0.704,0.627,3,0.0633,-8.242,0.0374,125.999,0.255
24,251960,0.109,0.863,0.601,0.00764,7,0.0676,-6.978,0.054,122.961,0.178
27,183750,0.0136,0.808,0.915,9.03E-06,0,0.0788,-3.277,0.233,127.984,0.647
74,227833,0.162,0.799,0.586,2.03E-06,11,0.193,-6.735,0.0377,120.97,0.549
24,224506,0.0215,0.603,0.861,0.043,4,0.1,-3.565,0.0325,127.962,0.72
38,228360,0.0038,0.383,0.861,0,4,0.11,-2.816,0.0777,176.084,0.48
32,210771,0.00276,0.618,0.508,0.231,7,0.0679,-5.747,0.119,103.816,0.77
70,282812,0.377,0.601,0.393,0.0002,10,0.132,-6.879,0.0253,75.031,0.27
22,171696,0.000434,0.609,0.989,0.219,2,0.0715,-3.51,0.0867,130.046,0.0358
75,202626,0.00627,0.766,0.873,0,11,0.0764,-6.381,0.143,126.988,0.743
35,278400,0.00011,0.802,0.919,0.105,0,0.107,-3.107,0.0592,124.994,0.398
72,232720,0.219,0.647,0.822,0,5,0.0908,-4.662,0.183,160.019,0.962
66,177685,0.0348,0.76,0.652,0,6,0.307,-7.321,0.232,100.315,0.759
10,188371,0.00117,0.648,0.831,0.0031,2,0.198,-5.573,0.029,112.013,0.331
62,237680,0.0236,0.658,0.93,0,5,0.578,-2.912,0.141,104.018,0.132
39,215672,0.00396,0.645,0.589,0,6,0.145,-6.131,0.0523,131.899,0.35
5,202496,0.000714,0.495,0.959,0,1,0.36,-3.712,0.137,159.993,0.431
71,247960,0.155,0.629,0.824,0.000628,9,0.0651,-6.53,0.159,128.01,0.852
64,254620,0.00392,0.657,0.913,0.00149,11,0.466,-4.984,0.0528,108.036,0.906
14,207546,0.65,0.841,0.571,0.00033,5,0.0895,-8.066,0.102,125.032,0.772
5,231013,0.000189,0.459,0.741,0,4,0.481,-6.43,0.0495,189.879,0.344
20,198693,0.012,0.5,0.791,0,6,0.0645,-3.711,0.0505,149.093,0.444
49,229346,0.0895,0.729,0.801,0,5,0.766,-5.698,0.0529,123.995,0.764
16,228750,0.335,0.567,0.746,0,6,0.392,-3.748,0.0511,128.03,0.578
81,199080,0.00701,0.578,0.866,0,1,0.257,-3.804,0.0619,128.038,0.619
53,207719,0.00906,0.775,0.68,0,0,0.109,-5.508,0.0629,114.025,0.656
15,176561,0.00339,0.713,0.79,0.000868,7,0.485,-4.602,0.0574,98.011,0.308
74,227880,0.139,0.638,0.826,0,8,0.0803,-4.968,0.0479,124.072,0.649
74,271426,0.0398,0.509,0.781,0,8,0.0749,-3.48,0.072,128,0.176
60,252973,0.0756,0.606,0.591,0,0,0.328,-7.228,0.087,95.802,0.477
49,233478,0.049,0.726,0.698,0,5,0.309,-4.165,0.0431,143.994,0.867
65,190185,0.000704,0.657,0.827,0.00534,5,0.065,-4.036,0.0734,145.889,0.69
79,236133,0.00249,0.646,0.77,0,2,0.0715,-6.596,0.226,99.165,0.681
63,187066,0.0049,0.829,0.607,0,1,0.0986,-3.876,0.0897,120.044,0.766
81,197266,0.093,0.628,0.593,1.65E-06,8,0.096,-5.036,0.0323,125.026,0.104
65,179120,0.189,0.734,0.808,0.699,3,0.315,-6.448,0.106,114.764,0.805
74,211975,0.0288,0.699,0.883,0,5,0.817,-3.226,0.219,127.961,0.499
8,228750,0.299,0.575,0.75,0,6,0.268,-3.798,0.0438,128.091,0.609
